범주	file:line	함수	호출 경로 요약	관리채널 도달	도달 사유	(B) 요소	현재 retire 주체	r5 행	리뷰 태그	callee	순번	깊이	seed 종류
A	src/server/routes/idle_recap.rs:249	run_idle_recap_post_job	run_idle_recap_post_job → post_recap_card → edit_channel_message_with_components → .edit_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	post_recap_card	1	2	wrapper-call
A	src/server/routes/idle_recap.rs:279	run_idle_recap_post_job	run_idle_recap_post_job → delete_previous_card → delete_channel_message → .delete_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	delete_previous_card	1	2	wrapper-call
A	src/server/routes/idle_recap.rs:314	run_idle_recap_post_job	run_idle_recap_post_job → delete_previous_card → delete_channel_message → .delete_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	delete_previous_card	2	2	wrapper-call
A	src/server/routes/idle_recap.rs:323	run_idle_recap_post_job	run_idle_recap_post_job → delete_previous_card → delete_channel_message → .delete_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	delete_previous_card	3	2	wrapper-call
A	src/server/routes/idle_recap.rs:334	run_idle_recap_post_job	run_idle_recap_post_job → delete_previous_card → delete_channel_message → .delete_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	delete_previous_card	4	2	wrapper-call
A	src/server/routes/idle_recap.rs:344	run_idle_recap_post_job	run_idle_recap_post_job → delete_previous_card → delete_channel_message → .delete_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	delete_previous_card	5	2	wrapper-call
A	src/server/routes/idle_recap.rs:364	run_idle_recap_post_job	run_idle_recap_post_job → delete_older_recorded_recaps_for_channel → delete_recorded_recap_cards → delete_previous_card → delete_channel_message → .delete_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	delete_older_recorded_recaps_for_channel	1	4	wrapper-call
A	src/server/routes/mod.rs:737	compose_api_router	compose_api_router → router → REST:channels/{channel_id}/messages	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	router	1	1	unnamed-fn-caller
A	src/server/routes/mod.rs:738	compose_api_router	compose_api_router → router → REST:channels/{channel_id}/messages	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	router	2	1	unnamed-fn-caller
A	src/server/routes/onboarding.rs:31	validate_token	validate_token → validate_token → REST:discord.com/api	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	validate_token	1	1	unnamed-fn-caller
A	src/server/routes/onboarding.rs:45	channels_post	channels_post → channels_post → load_channels → REST:discord.com/api	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	channels_post	1	2	wrapper-call
A	src/server/worker_registry/registry.rs:77	start_stage	start_stage → start_worker → dm_reply_retry_loop → retry_failed_dm_notifications → notify_source_agent → deliver_channel_message → deliver_outbound → deliver_outbound_with_overrides → deliver_single → send_content → .edit_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	start_worker	1	9	unnamed-fn-caller
A	src/server/worker_registry/registry.rs:337	start_worker	start_worker → dm_reply_retry_loop → retry_failed_dm_notifications → notify_source_agent → deliver_channel_message → deliver_outbound → deliver_outbound_with_overrides → deliver_single → send_content → .edit_message	불명	services 밖(서버 라우트·CLI 등); 대상 채널 인자 추적 필요	불명	불명	누락	-	dm_reply_retry_loop	1	8	wrapper-call
A	src/services/auto_queue/route_request_generate.rs:103	request_generate	request_generate → handle_send_to_agent → send_message_with_backends → send_message_with_backends_and_delivery_id → send_message_with_backends_and_delivery_options_for_caller → send_resolved_manual_message_with_client → send_resolved_manual_message_with_client_and_nonce_rollout → deliver_manual_notification → post_text_attachment → .send_message	불명	services 기타; 호출 채널 추적 필요	불명	불명	누락	-	handle_send_to_agent	1	8	wrapper-call
A	src/services/auto_queue/runtime.rs:281	reset_slot_thread_bindings_excluding_pg	reset_slot_thread_bindings_excluding_pg → archive_slot_threads → REST:discord.com/api	불명	services 기타; 호출 채널 추적 필요	불명	불명	누락	-	archive_slot_threads	1	1	unnamed-fn-caller
A	src/services/auto_queue/runtime.rs:330	archive_slot_threads	archive_slot_threads → REST:discord.com/api	불명	services 기타; 호출 채널 추적 필요	불명	불명	누락	-	REST:discord.com/api	1	0	raw-rest
A	src/services/claude_tui/hook_server/relay_receipts.rs:146	begin	begin → .pin	예	Claude TUI 세션 재생성	C(custody)·R(수동 재생) [모듈규칙]	provider 세션 수명	누락	-	.pin	1	0	serenity-method
A	src/services/claude_tui/tui_relay.rs:199	router	router → router_with_send_backend → handle_send → handle_send_with_caller → send_message_with_backends_and_delivery_id_for_caller → send_message_with_backends_and_delivery_options_for_caller → send_resolved_manual_message_with_client → send_resolved_manual_message_with_client_and_nonce_rollout → deliver_manual_notification → post_text_attachment → .send_message	예	Claude TUI 세션 재생성	C(custody)·R(수동 재생) [모듈규칙]	provider 세션 수명	누락	-	router_with_send_backend	1	9	wrapper-call
A	src/services/claude_tui/tui_relay.rs:204	router_with_send_backend	router_with_send_backend → handle_send → handle_send_with_caller → send_message_with_backends_and_delivery_id_for_caller → send_message_with_backends_and_delivery_options_for_caller → send_resolved_manual_message_with_client → send_resolved_manual_message_with_client_and_nonce_rollout → deliver_manual_notification → post_text_attachment → .send_message	예	Claude TUI 세션 재생성	C(custody)·R(수동 재생) [모듈규칙]	provider 세션 수명	누락	-	handle_send	1	8	wrapper-call
A	src/services/discord/abandon_request_store.rs:539	drain	drain → edit_outbound_message → deliver_outbound → deliver_outbound_with_overrides → deliver_single → send_content → .edit_message	불명	discord 기타 모듈; 채널 선택 인자 추적 필요	불명	불명	누락	-	edit_outbound_message	1	5	wrapper-call
A	src/services/discord/agent_handoff.rs:341	send_agent_handoff	send_agent_handoff → send_message_with_backends → send_message_with_backends_and_delivery_id → send_message_with_backends_and_delivery_options_for_caller → send_resolved_manual_message_with_client → send_resolved_manual_message_with_client_and_nonce_rollout → deliver_manual_notification → post_text_attachment → .send_message	불명	discord 기타 모듈; 채널 선택 인자 추적 필요	불명	불명	누락	-	send_message_with_backends	1	7	wrapper-call
A	src/services/discord/commands/config.rs:701	cmd_allowedtools	cmd_allowedtools → send_long_message_ctx → .say	아니오	slash/interaction 응답 경로(릴레이 행·본문 ID를 만들지 않음)	해당 없음	interaction 수명(Discord 측)	누락	-	send_long_message_ctx	1	1	wrapper-call
A	src/services/discord/commands/config.rs:719	cmd_allowed	cmd_allowed → enforce_slash_command_policy → .say	아니오	slash/interaction 응답 경로(릴레이 행·본문 ID를 만들지 않음)	해당 없음	interaction 수명(Discord 측)	누락	-	enforce_slash_command_policy	1	1	unnamed-fn-caller
A	src/services/discord/commands/config.rs:731	cmd_allowed	cmd_allowed → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	1	0	serenity-method
A	src/services/discord/commands/config.rs:737	cmd_allowed	cmd_allowed → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	2	0	serenity-method
A	src/services/discord/commands/config.rs:742	cmd_allowed	cmd_allowed → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	3	0	serenity-method
A	src/services/discord/commands/config.rs:776	cmd_allowed	cmd_allowed → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	4	0	serenity-method
A	src/services/discord/commands/config.rs:799	cmd_adduser	cmd_adduser → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	1	0	serenity-method
A	src/services/discord/commands/config.rs:811	cmd_adduser	cmd_adduser → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	2	0	serenity-method
A	src/services/discord/commands/config.rs:819	cmd_adduser	cmd_adduser → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	3	0	serenity-method
A	src/services/discord/commands/config.rs:850	cmd_removeuser	cmd_removeuser → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	1	0	serenity-method
A	src/services/discord/commands/config.rs:864	cmd_removeuser	cmd_removeuser → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	2	0	serenity-method
A	src/services/discord/commands/config.rs:871	cmd_removeuser	cmd_removeuser → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	3	0	serenity-method
A	src/services/discord/commands/config.rs:902	cmd_allowall	cmd_allowall → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	1	0	serenity-method
A	src/services/discord/commands/config.rs:933	cmd_allowall	cmd_allowall → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	2	0	serenity-method
A	src/services/discord/commands/control.rs:508	cmd_stop	cmd_stop → enforce_slash_command_policy → .say	아니오	slash/interaction 응답 경로(릴레이 행·본문 ID를 만들지 않음)	해당 없음	interaction 수명(Discord 측)	누락	-	enforce_slash_command_policy	1	1	unnamed-fn-caller
A	src/services/discord/commands/control.rs:528	cmd_stop	cmd_stop → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	1	0	serenity-method
A	src/services/discord/commands/control.rs:539	cmd_stop	cmd_stop → .say	아니오	interaction 응답 primitive	해당 없음	interaction 수명(Discord 측)	누락	-	.say	2	0	serenity-method
